YH1220,1
YH1225,1
YH1226,1
YH1224,1
YH1213,1
YH120,1
YH121,1
YH122,1
YH123,1
YH124,1
YH126,1
YH127,1
YH128,1
YH129,1
YH1210,1
YH1211,1
YH1214,1
YH1217,1
YH1215,1
YH1216,1
YH1222,1
YH1218,1
YH1229,1
YH1219,1
YH1238,1
YH1221,1
YH1228,1
YH1232,1
YH1230,1
YH1231,1
YH1223,1
YH1227,1
YH1243,1
YH1246,1
YH1247,1
YH1244,1
YH1245,1
YH1249,1
YH1234,1
YH1237,1
YH1236,1
YH1235,1
YH1250,1
YH1248,1
YH1239,1
YH1240,1
YH1241,1
YH1242,1
YH1254,1
YH1255,1
YH1251,1
YH1253,1
YH1252,1
YH1257,1
YH1259,1
YH1258,1
YH1264,1
YH1256,1
YH1261,1
YH1262,1
YH1263,2
YH1260,1
YH1265,1
YH1266,1
YH1267,1
YH1268,1
YH1269,1
YH1270,1
YH1271,1
YH1272,1
YH1273,1
YH1274,1
YH1275,1
YH1276,1
YH1277,1
MC0430,3
MC0436,1
MC0437,1
MC0434,1
MC0422,1
MC0423,1
MC040,1
MC041,1
MC042,1
MC044,1
MC045,3
MC046,3
MC047,1
MC048,3
MC049,1
MC0410,3
MC0411,1
MC0412,3
MC0413,3
MC0414,3
MC0415,3
MC0416,3
MC0417,1
MC0419,3
MC0420,3
MC0421,3
MC0424,3
MC0427,1
MC0425,1
MC0426,3
MC0432,1
MC0433,3
MC0428,3
MC0438,1
MC0439,1
MC0440,1
MC0429,2
MC0448,1
MC0441,3
MC0435,3
MC0431,3
MC0442,3
MC0443,3
MC0453,1
MC0456,3
MC0457,3
MC0455,3
MC0459,3
MC0447,3
MC0446,1
MC0458,1
MC0454,1
MC0444,1
MC0449,3
MC0450,1
MC0451,1
MC0452,0
MC0460,3
MC0445,3
MC0465,3
MC0461,1
MC0463,1
MC0464,1
MC0462,1
MC0467,1
MC0469,3
MC0468,1
MC0466,3
MC0471,1
MC0472,1
MC0473,1
MC0474,1
MC0475,1
MC0476,1
MC0477,1
MC1027,1
MC1023,1
MC1011,1
MC1012,1
MC100,1
MC101,1
MC102,1
MC103,1
MC105,1
MC106,1
MC107,1
MC108,1
MC109,1
MC1010,1
MC1016,1
MC1019,1
MC1013,1
MC1018,1
MC1014,1
MC1021,1
MC1017,1
MC1037,1
MC1020,1
MC1015,1
MC1029,1
MC1030,1
MC1022,1
MC1024,1
MC1025,1
MC1026,1
MC1028,1
MC1031,1
MC1032,1
MC1041,1
MC1042,1
MC1045,1
MC1046,1
MC1044,1
MC1035,2
MC1036,1
MC1034,1
MC1049,1
MC1047,1
MC1043,1
MC1033,1
MC1039,1
MC1040,1
MC1048,1
MC1050,1
MC1051,1
MC1052,1
MC1053,1
MC1054,1
MC1055,1
MC1062,1
MC1056,1
MC1057,1
MC1061,1
MC1059,1
MC1058,1
MC1060,1
MC1063,1
MC1064,1
MC1065,1
MC1066,1
MC1067,1
MC1068,1
MC1070,1
MC1072,1
MC1073,1
MC1074,1
MC1075,1
MC1076,1
YH1023,1
YH1024,1
YH1011,1
YH102,1
YH103,1
YH105,2
YH106,1
YH107,1
YH108,1
YH109,1
YH1010,1
YH1012,0
YH1015,1
YH1013,0
YH1014,0
YH1020,1
YH1018,1
YH1030,1
YH1016,1
YH1028,1
YH1021,1
YH1026,1
YH1031,0
YH1029,1
YH1041,1
YH1043,1
YH1044,0
YH1045,0
YH1047,0
YH1032,0
YH1035,0
YH1034,0
YH1033,0
YH1048,0
YH1042,1
YH1046,0
YH1037,1
YH1038,0
YH1040,1
YH1036,1
YH1049,1
YH1051,0
YH1052,0
YH1050,0
YH1053,1
YH1055,0
YH1057,0
YH1056,0
YH1058,0
YH1054,1
YH1062,1
YH1059,0
YH1067,0
YH1068,0
YH1069,0
YH1070,0
YH1071,0
YH1060,0
YH1061,0
YH1063,1
YH1064,1
YH1065,0
YH1066,0
YH1073,0
YH1074,0
YH1075,0
MC0326,1
MC0324,1
MC0313,1
MC0314,1
MC030,1
MC031,1
MC032,1
MC033,1
MC034,1
MC035,1
MC036,1
MC037,1
MC038,1
MC039,1
MC0310,1
MC0311,1
MC0312,1
MC0317,1
MC0320,1
MC0316,1
MC0323,1
MC0339,1
MC0321,1
MC0329,1
MC0322,1
MC0318,1
MC0331,1
MC0332,1
MC0330,1
MC0325,1
MC0327,1
MC0328,1
MC0333,1
MC0344,1
MC0347,1
MC0348,1
MC0346,1
MC0350,1
MC0349,1
MC0334,1
MC0336,1
MC0340,1
MC0341,1
MC0342,1
MC0343,1
MC0335,1
MC0338,1
MC0337,1
MC0353,1
MC0354,1
MC0351,1
MC0352,1
MC0355,1
MC0357,1
MC0356,1
MC0359,1
MC0358,1
MC0363,1
MC0362,1
MC0361,1
MC0360,1
MC0364,1
MC0365,1
MC0366,1
MC0368,1
MC0370,1
MC0371,1
MC0372,1
MC0373,1
MC0374,1
MC0375,1
MC0376,1
MC0377,1
ST10667,1
ST106614,1
ST106619,1
ST106620,1
ST106621,2
ST106617,1
ST106618,1
ST106611,1
ST10668,1
ST10669,2
ST106610,1
ST10661,1
ST10662,1
ST10663,1
ST10664,1
ST10665,1
ST10666,1
ST106612,1
ST106623,1
ST106613,1
ST106632,2
ST106622,2
ST106626,1
ST106615,1
ST106616,1
ST106625,1
ST106624,1
ST106627,1
ST106637,1
ST106640,1
ST106641,1
ST106642,2
ST106639,1
ST106643,1
ST106628,1
ST106631,1
ST106630,2
ST106629,2
ST106644,1
ST106638,1
ST106633,1
ST106634,1
ST106636,2
ST106649,2
